Title,Entity,Nationality,Country,From,To,Prohibited Practice,Source,Tipo de sancion del BID,IDB Sanction Source,Other Name
"Hunan Yishou Construction Co., Ltd.",Firm,China," China",2025-05-16T00:00,2029-11-15 00:00:00," Corruption, Fraud, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"Hunan Zhongge Construction Group Anhui Construction Engineering Co., Ltd.",Firm,China," China",2025-05-16T00:00,2029-11-15 00:00:00," Corruption, Fraud, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
L.S.D. Construction & Supplies,Firm,Philippines," Philippines",2025-05-27T00:00,2029-11-26 00:00:00," Corruption, Fraud, Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
“ADOLAT QURILISH SERVIS” mas'uliyati cheklangan jamiyat,Firm,Uzbekistan," Uzbekistan",2025-05-22T00:00,2027-05-21 00:00:00," Fraud",EBRD cross debarment,Debarment,NULL,NULL
“FERGANA OMEGAMET” mas'uliyati cheklangan jamiyati,Firm,Uzbekistan," Uzbekistan",2025-05-22T00:00,2027-04-21 00:00:00," Fraud",EBRD cross debarment,Debarment,NULL,NULL
"Taihan Electric Wire Co., Ltd. (also known as Taihan Cable & Solution Co., Ltd.)",Firm,Republic of Korea," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"Malesela T.E.C, Ltd.",Firm,South Africa," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"TCV Co., Ltd.",Firm,Vietnam," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"T.E. USA, Ltd.",Firm,United States of America," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Velvetsky nine Ltd.,Firm,South Africa," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"Saudi-Taihan Co., Ltd.",Firm,Saudi Arabia," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Taihan Netherlands B.V.,Firm,Netherlands," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Taihan Kuwait Fiber Optic Cable Co.,Firm,Kuwait," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
T.E. Australia,Firm,Australia," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
T.E. New Zealand,Firm,New Zealand," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Taihan CNS,Firm,Republic of Korea," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Taihan Engineering & Construction Pte. Ltd.,Firm,Singapore," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Bulace Investments Limited,Firm,Cyprus," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Taihan Canada Ltd.,Firm,Canada," Mongolia",2024-04-02T00:00,2026-10-01 00:00:00," Fraud, Collusion, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Pars Tableau Company (“PTGC”),Firm,Iran (Islamic Republic of)," Afghanistan",2025-06-17T00:00,2030-09-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Pars Tableau Mashhad Company,Firm,Iran (Islamic Republic of)," Afghanistan",2025-06-17T00:00,2030-09-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Zirasas Company,Firm,Iran (Islamic Republic of)," Afghanistan",2025-06-17T00:00,2030-09-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Pars Tableau Afghanistan (Branch),Firm,Afghanistan," Afghanistan",2025-06-17T00:00,2030-09-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Computer and Electrical Services Ltd. St. Lucia (“CES”),Firm,Saint Lucia," Saint Vincent and the Grenadines",2025-06-17T00:00,2026-12-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Darcheville Construction Equipment Sales Ltd. (“Darcheville”),Firm,Saint Lucia," Saint Vincent and the Grenadines",2025-06-17T00:00,2026-12-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Reliable Motor Ltd.,Firm,Saint Lucia," Saint Vincent and the Grenadines",2025-06-17T00:00,2026-12-16 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
GenKey Solutions B.V. (“GenKey”),Firm,Netherlands," Liberia",2025-07-07T00:00,2027-01-06 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
GenKey Africa Ltd.,Firm,Ghana," Liberia",2025-07-07T00:00,2027-01-06 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Claims Sync Ltd.,Firm,Ghana," Liberia",2025-07-07T00:00,2027-01-06 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Société Emmettrice de Document Sécurisé en Centrafrique (SEDOSEC) SURL,Firm,Central African Republic," Liberia",2025-07-07T00:00,2027-01-06 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
